Baker Hughes,Curve,Wireline,CSUMD,MREX,Unitless,Unitless,Checksum for subset D,
Baker Hughes,Curve,Wireline,CTRL,RPM,Unitless,Unitless,Processing control curve,
Baker Hughes,Curve,Wireline,CTRLD,RCI,Unitless,Unitless,DB control curve,
Baker Hughes,Curve,Wireline,CURNT,MREX,A,Electrical current,Current,
Baker Hughes,Curve,Wireline,CVLD,EART,m3,Volume,Cement volume,
Baker Hughes,Curve,Wireline,CVLD,EART2,m3,Volume,Cement volume,
Baker Hughes,Curve,Wireline,CVLD,STAR,m3,Volume,Cement volume,
Baker Hughes,Curve,Wireline,CVLD,HDIP,m3,Volume,Cement volume,
Baker Hughes,Curve,Wireline,CVLDS,HDIP,m3,Volume,Cement volume,
Baker Hughes,Curve,Wireline,CVLDS,EART,m3,Volume,Cement volume,
Baker Hughes,Curve,Wireline,CVLDS,STAR,m3,Volume,Cement volume,
